created_at_est,polarity,tweet
2021-12-14 06:27:23-05:00,0,Tesla will make some merch buyable with Doge &amp; see how it goes
2021-12-12 05:04:01-05:00,1,"@RationalEtienne @balajis Sonic, the Hedgehog, game coming to all Teslas!"
2021-12-11 20:16:16-05:00,1,@teslaownersSV It takes 20 years (time from conception to adult) to reverse demographic trends
2021-12-10 14:07:12-05:00,1,"@TeslaDylan @SawyerMerritt Not at first, but there are many third party options for wrapping"
2021-12-10 00:35:00-05:00,0,@SawyerMerritt Tesla China has done amazing work
2021-12-09 16:36:05-05:00,1,@teslaownersSV 🔥🔥
2021-12-08 00:53:06-05:00,0,@tesla_raj Lot of people don’t realize that you can watch almost any show in a Tesla
2021-12-07 00:03:33-05:00,1,@teslafsdbeta Replacing faulty/missing neurons with circuits is the right way to think about it. Many problems can be solved just bridging signals between existing neurons.  Progress will accelerate when we have devices in humans (hard to have nuanced conversations with monkeys) next year.
2021-12-06 21:23:30-05:00,1,@teslaownersSV Did it myself 🤣
2021-12-06 16:37:50-05:00,0,@DrSallyL @Tesla Coming soon. Lot of cool stuff.
2021-12-06 16:18:43-05:00,1,"@kimpaquette Tesla publishes accident statistics quarterly. They are so much better than other vehicles, it is ridiculous.  https://t.co/q44lsk1BnK"
2021-12-06 01:35:48-05:00,0,"As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s lives in a major way.  https://t.co/0B5toOOHcj"
2021-12-03 12:00:42-05:00,0,"@teslaownersSV @WholeMarsBlog It releases internally today, then rolls out to external beta in a few days if no significant issues are found"
2021-12-03 11:58:24-05:00,1,@teslaownersSV @WholeMarsBlog Yes
2021-11-30 20:16:05-05:00,0,Blow the whistle on Tesla!  https://t.co/c86hLA0iQK
2021-11-30 15:14:45-05:00,1,@TeslaGong @GerberKawasaki Suits will need to be made in high volume at an affordable cost &amp; be much easier to use
2021-11-29 14:07:20-05:00,1,"@Teslarati @ResidentSponge It will still be very intense, just slightly less than in the past"
2021-11-28 22:14:41-05:00,0,"@SawyerMerritt This is true. Also, Tesla employees get health insurance, stock &amp; other benefits."
2021-11-27 04:05:09-05:00,1,@EvaFoxU @teslaownersSV Yeah
2021-11-27 04:02:31-05:00,0,"@teslaownersSV Hypothetically, if they did make lots of electric cars, then they would be the leader"
2021-11-26 09:09:46-05:00,1,"@existentialcoms Combined Tesla+SpaceX market cap is now over $1.2T, which means “$4.9B” is less than 0.4% of combined company value"
2021-11-26 08:46:13-05:00,1,"@marenkahnert @Kristennetten @RationalEtienne @FalkenSchwer @NuovaRealta @PPathole @WholeMarsBlog @EvaFoxU @Tesla It has always been Tesla’s view that all subsidies should be eliminated, but that must include the massive subsidies for oil &amp; gas.   For some reason, governments don’t want to do that …"
2021-11-25 19:19:22-05:00,1,"@teslaownersSV Great, hope yours is too!"
2021-11-25 19:18:17-05:00,1,@teslaownersSV Haha true
2021-11-25 15:47:57-05:00,1,@Teslarati @ResidentSponge Seriously!!??
2021-11-25 05:07:24-05:00,1,@BLKMDL3 @Tesla Sorry it took so long
2021-11-25 01:02:32-05:00,1,@TeslaNY Jay rocks!
2021-11-24 22:51:44-05:00,1,@teslainventory Yes
2021-11-24 13:29:56-05:00,1,"@PPathole @Teslarati @13ericralph31 If we are able to make life self-sustaining on Mars, we will have passed one of the greatest filters. That then sets us up to become interstellar.  Earth is ~4.5B years old, but life is still not multiplanetary and it is extremely uncertain how much time is left to become so."
2021-11-24 12:35:20-05:00,0,"@Teslarati @13ericralph31 Earth has been and will be smashed super hard by meteors over time. Not a question of if, just when."
2021-11-24 12:32:59-05:00,1,"@Teslarati @13ericralph31 In 1992, comet Shoemaker-Levy smashed a hole in Jupiter the size of Earth  https://t.co/nruaHoSIAQ"
2021-11-24 12:29:36-05:00,1,"@Teslarati @13ericralph31 This will be really important one day.   Much is made of meteor impacts that destroyed most life on Earth, but there were far more that “merely” destroyed a continent.   Comets (not asteroids) are the real wild card, as we’re only able to track ~4600 out of  ~1 trillion."
2021-11-23 05:49:24-05:00,1,@WholeMarsBlog I was able to do several zero takeover drives around Austin last night using random map pin drops (no Tesla has ever done these routes)
2021-11-22 16:40:46-05:00,0,@billhuang688 @teslaownersSV @boringcompany We do need to have the Fallout-themed party! Aiming to do that once international travel restrictions are lifted.
2021-11-22 16:38:39-05:00,0,"@mickakers @teslaownersSV @boringcompany Meant to say county (sigh). Airport will be part of it, but required additional federal approvals."
2021-11-22 16:07:24-05:00,1,"@teslaownersSV @boringcompany It’s either traffic forever or tunnels. Try our first operational tunnel in Vegas at the convention center! The city just approved a full tunnel network, connecting major hotels, convention center &amp; airport."
2021-11-22 00:23:19-05:00,0,@DavidSacks Let’s see if we can get them to say the word “Tesla”!
2021-11-22 00:15:49-05:00,0,@DavidSacks Maybe they are NPCs and Tesla just isn’t in their dialogue tree?
2021-11-21 18:14:30-05:00,1,"@teslaownersSV @jasontallman @YouTube I bounce around WSJ, NYT, BBC, Bloomberg, WaPo &amp; twitter generally.   Better to follow individual journalists than publications, as there is a wide range of quality."
2021-11-20 19:34:13-05:00,1,"@teslaownersSV Unfortunately, there is just no way to make a motorcycle safe. Motorcyclist deaths per mile are ~29 times higher than car occupants.  https://t.co/zu5HAzNFhe"
2021-11-20 19:14:17-05:00,1,@teslaownersSV Much has changed
2021-11-19 22:48:07-05:00,1,@Teslarati @SpaceX @RDAnglePhoto I love these shots
2021-11-19 22:25:59-05:00,1,@teslaownersSV @UniverCurious Electrical &amp; mechanical engineering
2021-11-19 22:19:11-05:00,0,"@tesla_addicted One of the improvements to FSD vision involves training with actual photon counts, so removing the filters used to make pictures pretty to the human eye"
2021-11-19 22:04:00-05:00,1,"@hohocho @Tesla Should be coming back online now. Looks like we may have accidentally increased verbosity of network traffic.  Apologies, we will take measures to ensure this doesn’t happen again."
2021-11-19 17:17:18-05:00,0,@hohocho @Tesla Checking …
2021-11-19 13:35:49-05:00,1,@Teslarati @ResidentSponge I suspect that article was written before the drive even took place
2021-11-18 18:13:28-05:00,0,"@RenataKonkoly @WR4NYGov It’s great that they’ve changed their tune these days, but the truth is that GM tried damn hard to kill the electric car!  If not for competitive pressure from Tesla, they would be doing nothing.    https://t.co/BAa6mXvbrZ"
2021-11-16 23:38:23-05:00,0,"@Teslarati @13ericralph31 Limiting factor for first launch is regulatory approval. Thereafter, fundamental issue is solving engine production.  Prototypes are easy, production is hard."
2021-11-16 17:17:40-05:00,0,"@BillyM2k @heydave7 Indeed. Over time, Tesla will generate hundreds of billions for the government in terms of employee income tax, product sales tax and property tax, in addition to profit taxation."
2021-11-15 22:04:13-05:00,0,@RyanZohoury @Tesla @TeslaCharging @BLKMDL3 We are waiting for permit approval from Santa Monica
2021-11-15 20:49:51-05:00,1,@FutureIsTesla @michaelromose @spurtmagoo @SarahKSilverman @SenSanders I like to dig my grave real deep 🤣🤣
2021-11-15 13:56:00-05:00,0,"@PPathole @teslaownersSV @Kristennetten @itsALLrisky @SenSanders Yes, that is the other major source of dilution. All employees receive stock after a year at Tesla and we now have over 100,000 employees worldwide."
2021-11-15 13:43:19-05:00,1,"@teslaownersSV @Kristennetten @itsALLrisky @SenSanders I had majority control for the first 5 years or so of Tesla, but car companies need lots of capital, so now I’m around 20% or so, despite putting in as much as I could along the way"
2021-11-13 14:15:08-05:00,1,"@ICannot_Enough Please don’t read too much into this. As mentioned publicly, Tesla is constrained by chip supply short-term &amp; cell supply long-term.   Not possible to produce additional vehicles in volume until both constraints are addressed."
2021-11-13 14:12:05-05:00,1,"@GailAlfarATX @JohnnaCrider1 @WholeMarsBlog @TeslaOwnersEBay @RationalEtienne @EvaFoxU @Boxabl I’ve actually been living in a ~$50k house in south Texas for past 2 years, not Boxabl (cool product tho).   Feels more homey to live in a small house."
2021-11-13 13:48:44-05:00,0,@slashdot Tesla Megapack batteries will help stabilize the grid this winter
2021-11-13 07:18:11-05:00,1,@PPathole @teslaownersSV @SamTwits Exactly
2021-11-12 21:08:41-05:00,1,"@teslaownersSV @SamTwits Once the board was presented with the evidence of Eberhard’s deception/fraud &amp; the dire state of the company, all board members, including those he appointed, voted unanimously to fire him in August 2007."
2021-11-12 21:03:26-05:00,0,@teslaownersSV @SamTwits Thinking of doing a podcast “Hardcore History” style that tells what really happened at Tesla in those early years
2021-11-12 21:01:26-05:00,1,"@teslaownersSV @SamTwits He came damn close to killing Tesla through a combination of bad management decisions, driving out talented people, bad engineering, major blunders in supply chain &amp; an elaborate deception about the true cost &amp; schedule of the Tesla Roadster."
2021-11-12 20:49:41-05:00,0,"@SamTwits Founding story of Tesla as portrayed by Eberhard is patently false. I wish I had never met him.  Eberhard is by far the worst person I’ve ever worked with in my entire career. Given how many people I’ve worked with over the years, that’s really saying something …"
2021-11-11 21:20:38-05:00,1,"@teslaownersSV @24_7TeslaNews @SpaceX No guarantees, but maybe next month. Requires quite a lot of incremental testing &amp; code tweaks for different road system in Canada."
2021-11-11 21:18:03-05:00,1,@24_7TeslaNews @teslaownersSV @SpaceX Hoping to start releasing to 98 scores with V10.5 in about 10 days
2021-11-11 21:15:59-05:00,1,@teslaownersSV @SpaceX Ancient times
2021-11-11 17:06:45-05:00,1,"@SamTwits I hope they’re able to achieve high production &amp; breakeven cash flow. That is the true test.   There have been hundreds of automotive startups, both electric &amp; combustion, but Tesla is only American carmaker to reach high volume production &amp; positive cash flow in past 100 years."
2021-11-07 19:13:28-05:00,1,@WholeMarsBlog I had too many bottles of Teslaquila!
2021-11-07 14:32:37-05:00,1,"@24_7TeslaNews @WholeMarsBlog We are rolling 10.4 out slowly, as there are many subtle hardware differences in the owner fleet. If it continues to look good over the next few days, we may start rolling out to 98 safety scores."
2021-11-06 17:24:31-04:00,0,@Rainmaker1973 Tesla Autopilot spends a lot of effort on minimizing jerk
2021-11-06 16:10:49-04:00,0,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.  Do you support this?"
2021-11-05 22:25:56-04:00,0,"@teslaownersSV Haha true! The top alternate name, if we couldn’t acquire the Tesla Motors trademark, was Faraday, which a competitor ended up using."
2021-11-04 16:18:21-04:00,0,@Jon4Lakers @Tesla We will post finer-grained details of software improvements going forward
2021-11-04 16:15:42-04:00,0,@koolio @Jon4Lakers @Tesla Exactly. Improved memory will cause predictions to converge &amp; reduce jitter.
2021-11-04 13:19:47-04:00,1,"@Teslarati @Writer_01001101 In the future, any Tesla you use will automatically sync to your preferences"
2021-11-04 11:26:29-04:00,0,@BLKMDL3 @Jon4Lakers @Tesla Probable
2021-11-04 11:08:25-04:00,1,@Jon4Lakers @Tesla Neural net upgrades coming that improve persistence across time &amp; space (better object permanence)
2021-11-04 02:52:00-04:00,1,@teslaownersSV Cool :)
2021-11-02 19:50:57-04:00,1,@teslaownersSV !
2021-11-01 22:41:32-04:00,1,"@teslaownersSV You’re welcome!  If any of this is based on Hertz, I’d like to emphasize that no contract has been signed yet.  Tesla has far more demand than production, therefore we will only sell cars to Hertz for the same margin as to consumers.  Hertz deal has zero effect on our economics."
2021-11-01 12:05:16-04:00,0,@silverph @ring @TOCNYS @Tesla @TeslaNY 🤣
2021-11-01 11:48:55-04:00,1,Trial program for opening Tesla Superchargers to other EVs has begun
2021-10-31 19:02:20-04:00,0,"@garycruz @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Yup, 2nd UAW president in a row. Unlikely to be the last."
2021-10-31 18:47:15-04:00,0,@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt  https://t.co/WAWkkEMvS5
2021-10-31 18:44:33-04:00,0,@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt  https://t.co/DxY57KUcmf
2021-10-31 18:35:44-04:00,0,@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Biden is a UAW 🧦 puppet
2021-10-31 18:10:11-04:00,0,"@SawyerMerritt @Tesla By definition, since I own ~20% of Tesla, ~80% of stock gains necessarily went to investors &amp; employees!"
2021-10-31 10:43:55-04:00,1,"@DrEliDavid If WFP can describe on this Twitter thread exactly how $6B will solve world hunger, I will sell Tesla stock right now and do it."
2021-10-30 21:36:51-04:00,1,"@hsumacher @Tesla Indeed. The factory was empty at the time, stripped of all equipment that wasn’t worth even its scrap value. But we salvaged what was left &amp; fixed up the old machines so some could work again."
2021-10-29 22:00:15-04:00,0,@InsideEVs Thanks on behalf of Tesla
2021-10-29 12:53:04-04:00,0,@ray4tesla “Tesla Hertz Shorts”
2021-10-28 14:28:58-04:00,0,@teslaownersSV @Teslarati @ResidentSponge Tesla always pays its debts
2021-10-28 12:45:53-04:00,0,@ecommerceshares The cemetery of automotive startups over the past century is very large &amp; will get larger. Tesla &amp; Ford are the only American car companies that haven’t gone bankrupt.
2021-10-28 12:26:25-04:00,0,"@TeslaHype @Teslarati @ResidentSponge Indeed, US taxpayers actually profited from the Tesla loan"
2021-10-28 12:23:17-04:00,0,"@Teslarati @ResidentSponge GM &amp; Chrysler were bailed out (money never repaid), but Tesla was not.  Crucial Tesla investment actually came from Daimler in 2009, from which they did very well.  Tesla received govt energy efficiency loan in 2010, by which time capital markets reopened. Loan was repaid early."
2021-10-27 18:33:47-04:00,0,@tesla_raj 👻
2021-10-27 18:33:16-04:00,1,@tesla_raj You can also talk through the car speaker. Great for practical jokes :)
2021-10-27 17:28:22-04:00,0,"@JayinShanghai That math is incorrect, but still a lot of devices per second!   I guess if Tesla can reach 20M cars/year, that would be one every ~1.5 seconds!"
2021-10-26 22:01:50-04:00,1,"@teslaownersSV Wow, 13 years ago"
2021-10-26 17:49:02-04:00,1,@TheBabylonBee I feel like this has happened at Tesla a few times
2021-10-26 09:27:44-04:00,0,"@PPathole @Tesla Reducing traffic fatalities by 90% seems likely, perhaps ultimately by over 99%"
2021-10-26 09:12:16-04:00,1,@Tesla This is more important than it may seem at first
2021-10-26 09:05:25-04:00,0,"@LudaLisl @sat1 @Hertz Also, Tesla will soon be a German car manufacturer."
2021-10-25 17:04:24-04:00,1,@Teslarati @KlenderJoey I’d like to express appreciation to Tesla Autopilot engineering &amp; QA for working round the clock all weekend to resolve the problem
2021-10-25 17:02:51-04:00,0,"@Teslarati @KlenderJoey Sorry to Tesla beta users for the trouble! Issue turned out to be power saving mode interacting with FSD.   Our internal QA fleet didn’t see this, because cars are constantly in use, so very rarely enter power saving mode. Internal QA will obv test this case going forward."
2021-10-25 16:57:16-04:00,0,"@GerberKawasaki Strange that moved valuation, as Tesla is very much a production ramp problem, not a demand problem"
2021-10-24 15:48:51-04:00,0,@ProTheDoge Lots of people I talked to on the production lines at Tesla or building rockets at SpaceX own Doge. They aren’t financial experts or Silicon Valley technologists. That’s why I decided to support Doge – it felt like the people’s crypto.
2021-10-24 14:47:27-04:00,1,@BillyM2k @TeslaGong @mishaboar @DogecoinFdn 💯
2021-10-24 14:44:57-04:00,1,"@itsALLrisky @TeslaGong @mishaboar @DogecoinFdn Possibly. Bitcoin was conceived at a time of relatively low bandwidth &amp; high latency. If both continue to improve substantially, we will reach a point when no second layer is needed."
2021-10-24 14:31:14-04:00,1,"@TeslaGong @mishaboar @DogecoinFdn Not recently. What matters imo is lowering fees, decreasing block time &amp; increasing block size. A single layer network with exchanges as de facto layer 2 seems like the simplest solution for a medium of exchange."
2021-10-22 12:26:21-04:00,1,@teslaownersSV @boringcompany It’s gonna be great!
2021-10-21 22:01:29-04:00,0,"@teslaownersSV @Erdayastronaut Yeah, although early production cars will need camera upgrades, as well as FSD computer (all included in the price)"
2021-10-21 19:40:09-04:00,0,@TeslaNY @boringcompany @Tesla @maddiewhitetv This will be cool
2021-10-21 14:25:40-04:00,1,@Teslarati @ResidentSponge We are
2021-10-20 23:17:59-04:00,0,@BabyTesla3 @teslaownersSV @TheRealBuzz Very soon
2021-10-20 23:16:04-04:00,0,"@OwenSparks_ @teslaownersSV @TheRealBuzz Yeah, when we’re out of beta"
2021-10-20 23:14:23-04:00,1,@teslaownersSV @TheRealBuzz Most likely
2021-10-20 22:43:24-04:00,0,@DirtyTesla @Tesla Yup
2021-10-19 23:36:46-04:00,1,"@MatchasmMatt @NHTSAgov Objectively, her track record is extremely biased against Tesla"
2021-10-17 20:00:53-04:00,1,@teslaownersSV ♥️
2021-10-17 00:33:44-04:00,0,"@harrison_astro We can do that partially, but detailed rocket technology is considered advanced weaponry (same tech as nuclear missiles), so there are more limitations than at Tesla"
2021-10-17 00:06:40-04:00,0,@AnythingTesla @Tesla Yeah
2021-10-16 23:39:03-04:00,1,@TrungTPhan Maybe Buffett should invest in Tesla haha
2021-10-15 00:12:22-04:00,1,@teslaownersSV Technical details will be in release notes
2021-10-14 12:58:36-04:00,1,@Teslarati @ResidentSponge Haha
2021-10-14 12:15:46-04:00,0,@WR4NYGov @Tesla @LucidMotors @Rivian If it possible to start an EV company without shipping any cars &amp; get a valuation less than a billion dollars!?
2021-10-14 12:09:04-04:00,1,"@Gfilche @WR4NYGov @Tesla @LucidMotors @Rivian I hope they have a high pain tolerance. Scaling production, supply chain, logistics &amp; service is a world of hurt."
2021-10-14 12:07:39-04:00,0,@andrewkaylor @Gfilche @WR4NYGov @Tesla @LucidMotors @Rivian 🤣
2021-10-14 11:58:33-04:00,0,@WR4NYGov @Tesla @LucidMotors @Rivian These are strange days
2021-10-14 05:33:15-04:00,0,@JayinShanghai @brc06 @Tesla @TeslaCharging @teslacn They will
2021-10-14 02:59:25-04:00,1,@TeslaClubLA @PhilBrock4SM @SaMoMayor @SaMoManager Hoping to get this done soon
2021-10-12 18:37:46-04:00,1,@JeffTutorials @Manic_Marge @Tesla Maybe next week. We’d like to get to 10.3 before expanding the beta.
2021-10-12 18:35:57-04:00,0,@Manic_Marge @Tesla Always
2021-10-12 18:33:54-04:00,1,@teslaownersSV @JonErlichman 😜
2021-10-12 17:18:20-04:00,1,"@teslaownersSV Production, supply chain &amp; logistics are so hard!"
2021-10-11 14:23:12-04:00,1,@Teslarati @Writer_01001101 All the stairwells currently shown as wood-clad will actually have graffiti
2021-10-11 12:29:20-04:00,0,"@matty_mogul @Tesla @karpathy Just want to emphasize this is the work of hundreds of awesome engineers in both software &amp; hardware, over 1000 data analysts &amp; billions of owner miles"
2021-10-10 03:06:51-04:00,1,@Sofiaan @Tesla Team is in fact working hard! They just confirmed 10.2 is good to go tomorrow night.
2021-10-09 20:24:17-04:00,1,@SawyerMerritt @AustinTeslaClub Hell yeah
2021-10-09 17:18:21-04:00,1,"@flcnhvy These are nice, but high time we built a really big Tesla coil!"
2021-10-09 10:43:57-04:00,1,"@truth_tesla It will hopefully achieve sustained cycle time of 45 seconds. At 75% uptime over an average week, that’s ~10k/week if run 24/7."
2021-10-09 05:42:43-04:00,1,@teslaownersSV Sunday/Monday
2021-10-08 14:50:04-04:00,0,@LifeofMikej @TeslaOwnersBC @DriveTeslaca @Tesla @Teslarati There are many small joys as you explore the car &amp; more to come via software updates
2021-10-08 06:04:12-04:00,1,"If you’d like to join Tesla AI, but can’t easily move to Palo Alto or Austin, that is acceptable for extremely excellent candidates where inefficiency of distance is overcome by talent"
2021-10-08 05:57:45-04:00,0,Please consider joining Tesla AI software or hardware teams!  https://t.co/HgigdtenKN
2021-10-07 10:42:36-04:00,1,"@Teslarati @13ericralph31 It’s a big deal that Dragon is reusable, with improved refurbishment efficiency with each passing flight! This is not the case for other orbital spacecraft.  It means the spacefleet grows every time a new Dragon is made."
2021-10-07 10:29:23-04:00,1,"@TeslaClubWI Note, quality of experience can vary dramatically, as our neural nets have far more training data in some parts of the country than others, but this should improve rapidly with more driving in those regions."
2021-10-07 10:24:47-04:00,1,@TeslaClubWI Yes
2021-10-05 16:54:39-04:00,1,@F_Nela1 @Teslarati 🤣🤣
2021-10-05 14:58:28-04:00,0,@cleantechnica Tesla always pays its debts
2021-10-04 14:57:46-04:00,1,"@Teslarati @KlenderJoey This was *extremely* difficult. Huge props to Tesla engineering, supply chain, production &amp; key suppliers."
2021-10-03 19:29:42-04:00,0,@StianWalgermo @Tesla @WholeMarsBlog Wow!
2021-10-02 16:59:37-04:00,1,@alex_avoigt Manufacturing will be Tesla’s long-term competitive strength
2021-10-02 14:51:50-04:00,0,♥️♥️ Congrats Tesla team! ♥️♥️
2021-10-01 07:47:41-04:00,0,@CStyles45 @Tesla Pushed a week to align with 10.2
2021-09-29 19:31:52-04:00,1,"@Gfilche @freshjiva No guarantees, but I think it will. This is  a big part of what I meant by Tesla’s long-term competitive advantage being manufacturing technology."
2021-09-27 17:27:16-04:00,1,@Teslarati @KlenderJoey “ISIS”
2021-09-27 04:57:02-04:00,0,@Rainmaker1973 Illustrates why Tesla sales will soon exceed mass of universe
2021-09-25 17:47:10-04:00,0,@SawyerMerritt @Tesla Absolutely! Tesla team rocks 💕
2021-09-25 16:40:33-04:00,0,"@Sushihunter2 @pitt_geoff @rajz06 @Tesla @Everman We use no cobalt at all in most of our cars &amp; tiny amounts in others (going to zero soon), whereas phones &amp; laptops primarily use cobalt"
2021-09-25 15:45:21-04:00,1,@Teslarati @KlenderJoey  https://t.co/lN4RH9u99a
2021-09-22 17:36:05-04:00,0,@EvaFoxU @ChesterNoBS @truth_tesla Giga Berlin will help a lot
2021-09-22 14:33:20-04:00,0,@EvaFoxU @ChesterNoBS @truth_tesla Logistics is underrated
2021-09-22 14:20:46-04:00,0,"@EvaFoxU @ChesterNoBS @truth_tesla Exactly. Giga Shanghai makes cars for export in first half of quarter, then cars for far away parts of China, then cars for nearby parts of China.   Net result is a crazy wave of deliveries end of quarter. It is tough on our team, so we’re hoping to reduce the wave in Q4 &amp; Q1."
2021-09-21 23:13:40-04:00,0,@HistoryInPics Tesla is the king of car farts!
2021-09-21 21:54:46-04:00,1,"@cybrtrkguy The regulatory process for approval to offer insurance is extremely slow &amp; complex, varying considerably by state.   Tesla is hoping to offer real-time (based on actual driving history) insurance in Texas next month.  Probably next year before we get approval in New York."
2021-09-21 01:15:37-04:00,1,@TeslaOwnersEBay @TeslaGong @inspiration4x Definitely upgraded toilets :) We had some challenges with it this flight.
2021-09-21 00:41:20-04:00,0,"@TeslaGong @inspiration4x Yeah, a little oven for heating food &amp; Starlink wifi"
2021-09-20 15:12:37-04:00,0,@ray4tesla Tesla has not yet decided on a fourth Gigafactory location
2021-09-20 03:29:33-04:00,0,"@AustinTeslaClub To be precise, completely &amp; immediately reusable orbital rockets are the fundamental breakthrough needed to make life multiplanetary"
2021-09-20 03:27:07-04:00,0,@teslaownersSV @Tesla Which games did they like most?
2021-09-20 00:00:51-04:00,1,@teslaownersSV @TeslaGong @WholeMarsBlog Good
2021-09-19 23:59:19-04:00,1,"@TeslaGong @teslaownersSV @WholeMarsBlog No, has to be turned on by car owner"
2021-09-19 23:58:01-04:00,1,@teslaownersSV @WholeMarsBlog Tesla insurance calculator will show status in real-time &amp; tell you what actions are needed to be rated “good driver”
2021-09-19 18:08:25-04:00,0,@FiveTweetTSLA @tesla_lion @archillect Seems that way
2021-09-19 11:32:45-04:00,0,@AustinTeslaClub @Tesla @TeslaOwnersEBay @TeslaOwnersUAE @EvaFoxU @leastImAlive @teslaownersSV @gailalfa1 @live_munro @OwenSparks_ I wish there were more
2021-09-19 11:31:33-04:00,1,@AustinTeslaClub @Tesla @TeslaOwnersEBay @TeslaOwnersUAE @EvaFoxU @leastImAlive @teslaownersSV @gailalfa1 @live_munro @OwenSparks_ So few products that you truly love 💕
2021-09-18 18:47:27-04:00,1,"@TeslaGong @BryceSpaceTech Yes  No, but it will get refilled &amp; maybe cargo transfer"
2021-09-18 15:54:05-04:00,1,"@kittynouveau Probably will trap a Tesla with the production Autopilot build, but won’t work with FSD. Using a ring of cones would stop FSD though."
2021-09-18 05:19:30-04:00,1,@Aristot21520213 @ray4tesla Exactly
2021-09-17 18:29:21-04:00,1,@TeslaNY Jay is right
2021-09-17 03:18:59-04:00,1,"@IvanEscobosa Beta button will request permission to assess driving behavior using Tesla insurance calculator. If driving behavior is good for 7 days, beta access will be granted."
2021-09-17 03:08:07-04:00,1,@Gf4Tesla Yes
2021-09-17 02:58:09-04:00,1,@EliBurton_ @SpaceX @zubinanary @MyTeslaAdventur Truth is stranger than fiction
2021-09-16 15:16:56-04:00,1,@teslaownersSV Maneuverability is important for safety
2021-09-12 15:38:14-04:00,1,@TeslaPodcast Nice drive
2021-09-11 17:34:50-04:00,0,"@WholeMarsBlog To be fair, investors are giving us significant credit for achieving self-driving, given that Tesla’s valuation/production is very high compared to other automakers"
2021-09-11 16:25:32-04:00,1,@BLKMDL3 @teslaownersSV Three weeks
2021-09-11 15:55:42-04:00,1,@teslaownersSV Digital clock coming in 2 weeks
2021-09-11 09:46:49-04:00,1,"@Teslarati @ResidentSponge Highway stack is still production version, as it is more polished than FSD for now. Single stack for all should release in 10.1."
2021-09-10 20:08:22-04:00,0,@JeffTutorials An early season episode of the Tesla soap opera!
2021-09-10 18:23:14-04:00,0,"@nuerburgring @Tesla Great work by Tesla team, with special thanks to Tesla Automation in Prüm, who were critical to many high-performance parts of Plaid!"
2021-09-10 16:32:11-04:00,0,"@nuerburgring @Tesla Alter falter! Dankeschön Nürburgring, Tesla wird geerht.  https://t.co/oNykiTzkde"
2021-09-10 08:26:23-04:00,1,@Teslarati @13ericralph31 @SpacePadreIsle Booster static fire on orbital launch mount hopefully next week
2021-09-09 19:01:09-04:00,0,"@AaronS5_ Tesla doesn’t have the bandwidth to do it, but there are some good third party mod shops"
2021-09-09 18:57:46-04:00,0,"Next will be modified Plaid with added aero surfaces, carbon brakes &amp; track tires (all things that can be done without Tesla being in the loop)"
2021-09-09 18:51:55-04:00,1,"Tesla Model S Plaid just set official world speed record for a production electric car at Nurburgring. Completely unmodified, directly from factory.  https://t.co/AaiFtfW5Ht"
2021-09-09 06:57:25-04:00,1,@TeslaGong @Neuro_Skeptic Are you the same today as you were yesterday?
2021-09-06 18:09:59-04:00,1,@JeffTutorials Tesla audio engineering is great
2021-09-04 14:10:50-04:00,0,@SP_LimitReviews @Tesla @CodingMark @Manic_Marge @teslainventory @WholeMarsBlog Lot of good work happening on Tesla sound codec &amp; audio software in general. Aiming for maximum music dopamine in your brain!
2021-09-03 15:43:14-04:00,1,"@flcnhvy @WholeMarsBlog @truth_tesla @LimitingThe This is obv debatable, but I’d call anything with ~300 miles / ~500 km of true usable travel distance “long range”, beyond that “very long range”"
2021-09-03 15:14:18-04:00,1,"@WholeMarsBlog @truth_tesla @LimitingThe There are vast amounts of iron (and lithium) on Earth, but much less nickel.   For global industry to scale battery production to ~10 TWh/year, it needs to be mostly iron.  Higher energy density of Nickel only needed for very long range vehicles &amp; aircraft."
2021-09-03 13:03:01-04:00,1,@truth_tesla @LimitingThe Our new cell is 46mm diameter with steel shell &amp; even that was huge challenge for propagation resistance
2021-09-03 12:58:40-04:00,0,"@truth_tesla @LimitingThe Yes.   Physics of large cells means distance from cooling loop to center of cell is high, so harder to prevent hotspots.  Then, pressure &amp; heat released from large cell in weak bag make it impossible to stop whole pack from burning.  Pretty basic."
2021-09-03 02:51:15-04:00,0,"@LimitingThe Generally agree, but probability of thermal runaway is dangerously high with large pouch cells. Tesla strongly recommends against their use."
2021-09-02 22:31:50-04:00,0,@teslaownersSV And Beta 10 is a step change improvement from what you have!
2021-09-02 15:10:20-04:00,1,"@TeslaAIBot @EffinZach Ur welcome, pls be nice to the humans"
2021-09-02 13:58:26-04:00,1,"@EffinZach The robots are coming anyway, as Boston Dynamics videos clearly show.   I will not be able to ensure that robots made by other companies are safe, but I can try my best to do so at Tesla."
2021-09-01 21:42:39-04:00,0,"@IvanEscobosa That is the aspiration, but we need to be cautious. Safety is always paramount at Tesla."
